,loan_amnt,funded_amnt,int_rate,installment,grade,emp_length,annual_inc,loan_status,purpose,addr_state,last_pymnt_amnt,avg_cur_bal,num_actv_rev_tl
932,20000,20000,17.19,714.95,5,9.0,65000.0,Charged Off,car,MN,0.0,27766.0,5
933,16000,16000,16.4,565.68,5,4.0,100000.0,Fully Paid,debt_consolidation,NY,16418.33,12223.0,2
934,12000,12000,11.71,396.92,6,2.0,72000.0,Fully Paid,debt_consolidation,NY,134.66,3710.0,7
935,8000,8000,13.9,273.04,5,10.0,100000.0,Fully Paid,credit_card,TX,8138.95,6513.0,12
936,11000,11000,7.02,339.75,7,1.0,85000.0,Fully Paid,credit_card,UT,10793.45,29487.0,11
937,20800,20800,8.81,659.6,7,1.0,85000.0,Fully Paid,credit_card,MD,1381.87,5396.0,7
938,28000,28000,15.57,978.47,5,7.0,122000.0,Fully Paid,debt_consolidation,MN,28647.55,35694.0,3
939,15400,15400,17.19,550.51,5,7.0,112883.0,Charged Off,credit_card,MI,644.23,1183.0,7
940,6025,6025,20.0,223.92,4,2.0,140000.0,Charged Off,major_purchase,MA,223.92,9139.0,11
941,3200,3200,20.0,118.93,4,3.0,66000.0,Fully Paid,credit_card,MI,36.51,2392.0,11
942,40000,40000,14.74,946.15,5,4.0,150000.0,Charged Off,debt_consolidation,CA,946.15,5666.0,2
943,24000,24000,8.19,488.82,7,6.0,65000.0,Fully Paid,credit_card,CA,23873.74,7070.0,6
944,15000,15000,19.92,396.75,4,,36000.0,Fully Paid,credit_card,CA,15043.99,15903.0,8
945,20000,20000,16.4,490.63,5,4.0,0.0,Charged Off,debt_consolidation,WA,490.63,4106.0,4
946,12000,12000,6.46,367.57,7,5.0,225000.0,Fully Paid,debt_consolidation,NY,43.07,4704.0,4
947,18000,18000,25.0,528.33,4,8.0,45000.0,Fully Paid,debt_consolidation,MI,18066.25,3197.0,6
948,10000,10000,25.0,293.52,4,10.0,83000.0,Charged Off,debt_consolidation,NV,293.52,2397.0,14
949,10000,10000,15.02,346.76,5,10.0,44000.0,Fully Paid,credit_card,CA,10219.0,1702.0,4
950,29000,29000,17.19,723.7,5,1.0,55000.0,Fully Paid,debt_consolidation,MI,29116.43,45963.0,4
951,10000,10000,25.0,397.6,4,10.0,65000.0,Charged Off,credit_card,PA,0.0,17453.0,9
952,25000,25000,13.9,580.42,5,10.0,83000.0,Fully Paid,debt_consolidation,FL,25375.45,16910.0,9
953,4000,4000,8.19,125.7,7,1.0,33000.0,Fully Paid,home_improvement,FL,4055.13,17611.0,1
954,32000,32000,20.0,847.81,4,10.0,45000.0,Fully Paid,debt_consolidation,OH,32213.62,37476.0,2
955,6800,6800,15.02,235.8,5,,17000.0,Fully Paid,debt_consolidation,MT,6890.66,2238.0,3
956,9000,9000,17.97,325.24,4,1.0,65000.0,Fully Paid,debt_consolidation,NJ,9196.34,1436.0,5
957,4800,4800,7.02,148.26,7,10.0,69000.0,Charged Off,home_improvement,TN,0.0,17817.0,5
958,4500,4500,7.56,140.11,7,10.0,38400.0,Fully Paid,debt_consolidation,AR,4528.26,21050.0,3
959,6000,6000,17.19,214.49,5,,25000.0,Charged Off,debt_consolidation,CO,214.49,5646.0,3
960,4000,4000,15.57,139.79,5,7.0,46000.0,Fully Paid,debt_consolidation,FL,3.53,754.0,3
961,9500,9500,11.02,311.11,6,1.0,60000.0,Fully Paid,debt_consolidation,ID,9511.63,10016.0,15
962,10000,10000,7.56,311.34,7,8.0,228700.0,Charged Off,debt_consolidation,IL,0.0,178018.0,4
963,11000,11000,16.4,388.91,5,3.0,93000.0,Fully Paid,debt_consolidation,TX,5.38,9815.0,4
964,12000,12000,17.19,299.46,5,5.0,60000.0,Fully Paid,debt_consolidation,FL,97.41,3892.0,5
965,35000,35000,22.5,976.64,4,10.0,275000.0,Charged Off,home_improvement,CT,0.0,32869.0,1
966,36000,36000,8.81,1141.61,7,5.0,130000.0,Charged Off,debt_consolidation,CA,0.0,1513.0,14
967,10000,10000,17.97,253.78,4,6.0,135500.0,Fully Paid,debt_consolidation,NY,10058.82,73273.0,1
968,8400,8400,20.0,312.18,4,10.0,136992.0,Fully Paid,car,MO,150.06,10481.0,24
969,14400,14400,11.02,313.24,6,9.0,65000.0,Fully Paid,debt_consolidation,CA,14606.23,16895.0,6
970,6000,6000,25.0,238.56,4,10.0,85000.0,Fully Paid,debt_consolidation,NY,6050.0,8033.0,3
971,5000,5000,13.9,170.65,5,9.0,135000.0,Fully Paid,home_improvement,CA,5073.36,31124.0,4
972,35000,35000,11.02,1146.19,6,,85000.0,Fully Paid,debt_consolidation,CA,35415.57,2734.0,14
973,5000,5000,6.46,153.16,7,2.0,45000.0,Fully Paid,debt_consolidation,GA,4912.77,6963.0,1
974,10500,10500,7.56,326.91,7,3.0,136748.0,Charged Off,debt_consolidation,UT,0.0,50794.0,2
975,35000,35000,16.4,858.59,5,8.0,150000.0,Fully Paid,debt_consolidation,CA,35082.59,3413.0,17
976,1000,1000,30.75,42.87,2,2.0,30000.0,Charged Off,other,TX,57.87,7669.0,2
977,14000,14000,8.19,439.94,7,10.0,73000.0,Fully Paid,debt_consolidation,WV,14076.44,9689.0,4
978,4275,4275,11.02,140.0,6,5.0,116129.0,Fully Paid,renewable_energy,FL,27.05,19748.0,9
979,25000,25000,22.5,697.6,4,1.0,100000.0,Charged Off,debt_consolidation,NY,0.0,7079.0,4
980,30000,30000,11.02,652.58,6,10.0,74000.0,Fully Paid,debt_consolidation,TX,30049.22,1952.0,1
981,5000,5000,16.4,176.78,5,1.0,37000.0,Fully Paid,debt_consolidation,NJ,5011.16,7808.0,1
982,10000,10000,16.4,353.55,5,8.0,51000.0,Fully Paid,credit_card,TX,10008.31,876.0,13
983,35000,35000,6.46,1072.08,7,10.0,160000.0,Fully Paid,credit_card,PA,34569.36,28440.0,1
984,5300,5300,16.4,187.39,5,5.0,30700.0,Fully Paid,car,MD,5362.78,614.0,3
985,40000,40000,12.4,897.89,6,10.0,41000.0,Fully Paid,debt_consolidation,OK,40418.18,11606.0,2
986,13000,13000,7.56,404.74,7,5.0,288000.0,Charged Off,debt_consolidation,IL,0.0,53830.0,4
987,5000,5000,8.19,157.13,7,5.0,120000.0,Fully Paid,home_improvement,MA,5017.06,25529.0,2
988,11825,11825,13.9,274.54,5,3.0,85000.0,Charged Off,debt_consolidation,PA,274.54,1516.0,5
989,10000,10000,7.56,311.34,7,7.0,223456.0,Charged Off,debt_consolidation,IL,0.0,18019.0,6
990,30500,30500,16.91,756.53,5,6.0,120000.0,Fully Paid,credit_card,OK,30590.26,11681.0,7
991,10000,10000,8.81,317.12,7,1.0,65000.0,Fully Paid,small_business,CA,10027.36,1737.0,4
992,27000,27000,12.4,606.08,6,10.0,150000.0,Charged Off,debt_consolidation,CA,636.38,144958.0,1
993,10000,10000,15.57,349.46,5,4.0,157500.0,Charged Off,debt_consolidation,FL,349.46,13759.0,1
994,10000,10000,8.19,314.25,7,10.0,157349.0,Charged Off,debt_consolidation,UT,0.0,45095.0,2
995,14000,14000,11.8,463.67,6,6.0,117000.0,Fully Paid,debt_consolidation,PA,14023.63,25087.0,3
996,4500,4500,8.19,141.41,7,2.0,80000.0,Fully Paid,credit_card,CT,4440.67,26589.0,5
997,15000,15000,17.19,536.22,5,10.0,58710.0,Fully Paid,debt_consolidation,NJ,14618.57,6767.0,5
998,9000,9000,6.46,275.68,7,10.0,150000.0,Fully Paid,debt_consolidation,ND,8858.33,26647.0,1
999,10000,10000,15.57,240.91,5,1.0,42000.0,Charged Off,debt_consolidation,FL,240.91,6488.0,2
1000,10000,10000,7.56,311.34,7,1.0,223456.0,Charged Off,debt_consolidation,IL,0.0,33506.0,6
1001,12000,12000,14.74,414.46,5,5.0,34000.0,Fully Paid,debt_consolidation,NV,12068.79,6265.0,2
1002,10000,10000,7.56,311.34,7,6.0,219990.0,Charged Off,debt_consolidation,IL,0.0,32924.0,8
1003,25000,25000,6.46,765.77,7,3.0,95000.0,Charged Off,debt_consolidation,TX,765.77,7283.0,2
1004,15000,15000,8.81,475.68,7,10.0,370000.0,Fully Paid,home_improvement,VA,10819.69,65355.0,3
1005,10500,10500,15.57,366.93,5,10.0,97000.0,Charged Off,debt_consolidation,CA,366.93,41475.0,7
1006,10000,10000,20.0,371.64,4,3.0,40000.0,Fully Paid,debt_consolidation,AL,10011.54,4340.0,4
1007,10000,10000,10.33,324.23,6,10.0,235000.0,Charged Off,debt_consolidation,IL,0.0,5591.0,1
1008,25000,25000,22.5,961.25,4,1.0,180000.0,Fully Paid,major_purchase,GA,25267.09,1624.0,5
1009,13000,13000,11.71,429.99,6,1.0,57250.0,Fully Paid,credit_card,CA,13021.9,1325.0,2
1010,35000,35000,13.9,1194.52,5,10.0,100000.0,Fully Paid,debt_consolidation,CA,35491.18,32466.0,4
1011,6000,6000,13.9,204.78,5,10.0,51000.0,Fully Paid,debt_consolidation,NE,5970.25,18007.0,4
1012,30000,30000,25.0,1192.8,4,4.0,84000.0,Fully Paid,debt_consolidation,NM,30145.83,9331.0,4
1013,10000,10000,7.56,311.34,7,1.0,219990.0,Charged Off,debt_consolidation,IL,0.0,24006.0,3
1014,19500,19500,6.46,597.31,7,1.0,175000.0,Fully Paid,credit_card,NY,19143.21,18681.0,7
1015,10000,10000,8.81,317.12,7,10.0,97000.0,Fully Paid,debt_consolidation,UT,10046.5,21089.0,7
1016,12500,12500,12.4,417.58,6,10.0,30000.0,Charged Off,other,NY,417.58,1074.0,4
1017,10000,10000,13.9,341.3,5,,49654.0,Fully Paid,debt_consolidation,FL,9906.18,591.0,4
1018,10000,10000,7.56,311.34,7,10.0,138956.0,Charged Off,debt_consolidation,UT,0.0,18279.0,5
1019,40000,40000,14.74,1381.53,5,10.0,65000.0,Charged Off,debt_consolidation,NJ,0.0,4149.0,3
1020,10000,10000,6.46,306.31,7,5.0,212560.0,Charged Off,debt_consolidation,IL,0.0,65978.0,2
1021,5000,5000,20.0,185.82,4,1.0,72000.0,Fully Paid,other,WI,5024.65,5122.0,4
1022,9000,9000,20.0,334.48,4,8.0,51125.0,Fully Paid,credit_card,TX,9025.9,2405.0,16
1023,10000,10000,22.5,384.5,4,3.0,80000.0,Fully Paid,debt_consolidation,FL,10106.84,4878.0,5
1024,35000,35000,14.74,1208.84,5,2.0,300000.0,Fully Paid,debt_consolidation,CA,34723.56,42775.0,6
1025,10000,10000,8.19,314.25,7,4.0,60000.0,Fully Paid,debt_consolidation,FL,9829.22,7948.0,4
1026,36000,36000,10.33,770.76,6,10.0,360000.0,Fully Paid,debt_consolidation,NY,1516.86,1507.0,2
1027,5000,5000,12.4,167.03,6,1.0,40000.0,Fully Paid,debt_consolidation,IN,5008.92,12286.0,4
1028,7500,7500,20.0,278.73,4,2.0,60000.0,Fully Paid,debt_consolidation,CA,7595.83,1996.0,8
1029,6000,6000,25.0,238.56,4,2.0,86254.0,Fully Paid,other,MI,6101.24,44862.0,3
1030,7000,7000,11.02,229.24,6,10.0,120000.0,Fully Paid,home_improvement,OH,7030.0,32854.0,7
1031,20000,20000,20.89,752.38,4,1.0,70000.0,Charged Off,home_improvement,FL,752.38,550.0,4
1032,2000,2000,16.14,70.46,5,5.0,104000.0,Charged Off,home_improvement,OR,75.0,7953.0,5
1033,20000,20000,17.97,722.75,4,1.0,40000.0,Charged Off,small_business,NY,722.75,7129.0,4
1034,10000,10000,16.4,245.32,5,,34000.0,Fully Paid,debt_consolidation,NV,10199.75,2782.0,5
1035,15000,15000,17.19,536.22,5,10.0,140000.0,Fully Paid,home_improvement,CA,157.58,26886.0,4
1036,4800,4800,11.71,158.77,6,,16800.0,Fully Paid,major_purchase,NY,4823.42,515.0,7
1037,10000,10000,11.71,330.76,6,10.0,211000.0,Charged Off,house,TX,0.0,52409.0,2
1038,2000,2000,8.81,63.43,7,5.0,80000.0,Fully Paid,car,NY,2015.16,19604.0,2
1039,4500,4500,11.02,147.37,6,2.0,75000.0,Fully Paid,debt_consolidation,CO,26.26,4683.0,5
1040,10000,10000,17.97,253.78,4,,73000.0,Fully Paid,debt_consolidation,CA,10025.86,49923.0,1
1041,4800,4800,8.81,152.22,7,1.0,20000.0,Fully Paid,car,OR,4842.26,2133.0,0
1042,12000,12000,20.0,317.93,4,10.0,55339.0,Fully Paid,debt_consolidation,TX,12046.67,3544.0,3
1043,9600,9600,16.14,338.18,5,2.0,115000.0,Fully Paid,debt_consolidation,CO,9796.48,16513.0,10
1044,8000,8000,7.56,249.08,7,10.0,50000.0,Fully Paid,debt_consolidation,FL,8008.65,6113.0,9
1045,6025,6025,11.31,198.14,6,10.0,75000.0,Fully Paid,debt_consolidation,MA,6066.64,1514.0,17
1046,22975,22975,28.8,726.48,4,10.0,48000.0,Fully Paid,debt_consolidation,NE,23635.84,5365.0,8
1047,5000,5000,8.19,157.13,7,10.0,96595.0,Fully Paid,moving,CA,5005.89,796.0,5
1048,28675,28675,28.8,906.71,4,1.0,40000.0,Fully Paid,debt_consolidation,CA,29133.8,3753.0,4
1049,5000,5000,11.71,165.38,6,3.0,31000.0,Fully Paid,debt_consolidation,AR,4958.97,17148.0,9
1050,17500,17500,7.56,544.85,7,,45000.0,Fully Paid,debt_consolidation,FL,17614.82,13546.0,5
1051,10800,10800,13.9,250.74,5,10.0,77000.0,Fully Paid,debt_consolidation,MN,10916.1,3484.0,7
1052,5500,5500,11.71,181.92,6,8.0,110200.0,Fully Paid,moving,NY,5528.62,38807.0,4
1053,17500,17500,22.5,672.87,4,1.0,78000.0,Fully Paid,debt_consolidation,TX,17567.59,17355.0,5
1054,3200,3200,6.46,98.02,7,3.0,150000.0,Fully Paid,other,NY,2140.25,26351.0,5
1055,1000,1000,25.0,39.76,4,2.0,25920.0,Fully Paid,other,NC,1008.33,3349.0,4
1056,10000,10000,16.4,353.55,5,2.0,112000.0,Fully Paid,credit_card,NY,9956.03,5911.0,2
1057,12000,12000,7.56,373.61,7,10.0,116000.0,Charged Off,debt_consolidation,TX,0.0,1201.0,4
1058,28000,28000,22.5,781.32,4,6.0,95000.0,Fully Paid,debt_consolidation,FL,28573.05,41545.0,1
1059,10400,10400,7.02,321.22,7,7.0,67000.0,Fully Paid,credit_card,VA,10410.35,32699.0,2
1060,3600,3600,11.02,117.9,6,,25000.0,Fully Paid,house,CA,3653.5,17553.0,6
1061,20000,20000,12.4,668.12,6,10.0,130000.0,Fully Paid,debt_consolidation,VA,19875.98,15241.0,15
1062,2475,2475,13.08,83.49,6,8.0,60000.0,Fully Paid,home_improvement,WI,1435.35,28463.0,2
1063,12000,12000,20.0,317.93,4,4.0,45000.0,Charged Off,debt_consolidation,NJ,0.0,4560.0,3
1064,30000,30000,19.92,793.49,4,,80000.0,Fully Paid,debt_consolidation,TX,30085.99,3320.0,9
1065,9000,9000,8.19,282.82,7,,45000.0,Fully Paid,house,NM,9087.39,2148.0,2
1066,10000,10000,6.46,306.31,7,3.0,218973.0,Charged Off,debt_consolidation,IL,0.0,52015.0,2
1067,8000,8000,8.19,251.4,7,10.0,200000.0,Charged Off,debt_consolidation,TX,0.0,11940.0,14
1068,5000,5000,7.02,154.44,7,1.0,72800.0,Fully Paid,home_improvement,NJ,4913.51,38819.0,3
1069,8000,8000,17.97,289.1,4,,62000.0,Fully Paid,moving,CA,8071.88,8134.0,15
1070,2500,2500,8.81,79.28,7,,43000.0,Charged Off,home_improvement,MO,79.28,12095.0,5
1071,18000,18000,11.31,394.16,6,10.0,69400.0,Fully Paid,credit_card,MI,18298.09,7010.0,13
1072,10000,10000,6.46,306.31,7,10.0,166000.0,Charged Off,debt_consolidation,TX,0.0,1689.0,9
1073,16000,16000,13.9,546.07,5,,190000.0,Charged Off,small_business,OH,0.0,15084.0,4
1074,6025,6025,12.4,201.27,6,1.0,312000.0,Charged Off,debt_consolidation,MA,0.0,3175.0,12
1075,12000,12000,26.31,361.5,3,5.0,65000.0,Fully Paid,debt_consolidation,NY,12114.0,314.0,6
1076,20000,20000,13.08,455.89,6,2.0,100000.0,Fully Paid,debt_consolidation,FL,20062.63,11314.0,14
1077,5000,5000,11.71,165.38,6,3.0,25000.0,Fully Paid,debt_consolidation,FL,5008.38,2792.0,4
1078,5000,5000,13.08,168.67,6,5.0,130000.0,Fully Paid,debt_consolidation,NY,5036.33,31319.0,9
1079,5000,5000,16.4,176.78,5,1.0,35000.0,Fully Paid,credit_card,NY,5007.52,3847.0,2
1080,24000,24000,17.19,857.94,5,10.0,65000.0,Fully Paid,home_improvement,NV,24101.13,1807.0,3
1081,5000,5000,16.4,176.78,5,10.0,60000.0,Fully Paid,other,TX,5045.56,26708.0,2
1082,30000,30000,17.97,761.32,4,7.0,40000.0,Fully Paid,debt_consolidation,PA,30627.08,2141.0,5
1083,35000,35000,25.0,1027.3,4,3.0,75000.0,Charged Off,credit_card,NY,1477.3,3877.0,2
1084,30000,30000,20.0,1114.91,4,10.0,86000.0,Fully Paid,credit_card,GA,30133.33,7072.0,5
1085,7000,7000,12.98,235.8,6,10.0,35000.0,Fully Paid,credit_card,TX,7093.0,9120.0,6
1086,20000,20000,13.9,682.59,5,10.0,67000.0,Fully Paid,house,TX,20025.48,5211.0,3
1087,8000,8000,20.0,297.31,4,10.0,75000.0,Fully Paid,credit_card,NJ,8039.06,40314.0,4
1088,1000,1000,10.33,32.43,6,6.0,86000.0,Fully Paid,home_improvement,TX,989.77,3670.0,3
1089,40000,40000,11.71,1323.04,6,1.0,126000.0,Fully Paid,credit_card,IN,40081.97,21755.0,9
1090,10000,10000,10.33,324.23,6,10.0,94000.0,Fully Paid,debt_consolidation,NC,10086.42,798.0,2
1091,20000,20000,14.74,690.77,5,1.0,68000.0,Fully Paid,credit_card,CA,20027.05,1213.0,5
1092,10500,10500,13.08,239.34,6,3.0,50000.0,Fully Paid,credit_card,TX,10621.99,2497.0,7
1093,10500,10500,7.56,326.91,7,4.0,164876.0,Charged Off,debt_consolidation,UT,0.0,51042.0,3
1094,6000,6000,8.19,188.55,7,,112000.0,Fully Paid,home_improvement,NY,0.0,25204.0,2
1095,4000,4000,8.81,126.85,7,9.0,198000.0,Charged Off,debt_consolidation,GA,0.0,26466.0,5
1096,30000,30000,14.74,1036.15,5,1.0,120000.0,Fully Paid,home_improvement,WA,30609.78,16199.0,6
1097,25000,25000,20.0,929.09,4,10.0,58000.0,Fully Paid,debt_consolidation,MT,25647.94,16543.0,9
1098,32000,32000,15.57,770.89,5,10.0,75000.0,Fully Paid,debt_consolidation,WA,32203.73,12004.0,7
1099,15000,15000,17.19,536.22,5,10.0,60000.0,Fully Paid,debt_consolidation,MN,15425.15,1717.0,5
1100,34650,34650,20.0,1287.72,4,,110000.0,Fully Paid,debt_consolidation,CA,35736.6,20452.0,10
1101,15000,15000,13.9,511.94,5,10.0,109000.0,Fully Paid,debt_consolidation,WY,15173.75,7378.0,9
1102,35000,35000,15.57,1223.08,5,3.0,120000.0,Charged Off,debt_consolidation,PA,1223.08,7711.0,7
1103,5000,5000,17.19,178.74,5,1.0,55000.0,Fully Paid,debt_consolidation,TX,5015.51,13564.0,5
1104,25000,25000,13.9,580.42,5,7.0,200000.0,Fully Paid,debt_consolidation,CA,25031.85,25696.0,8
1105,10000,10000,7.56,311.34,7,3.0,218690.0,Charged Off,debt_consolidation,IL,0.0,102417.0,2
1106,27775,27775,17.97,704.85,4,,70000.0,Charged Off,debt_consolidation,FL,0.0,14728.0,11
1107,25000,25000,22.5,697.6,4,1.0,67000.0,Fully Paid,debt_consolidation,MD,25328.13,3670.0,6
1108,6200,6200,7.02,191.5,7,3.0,50000.0,Fully Paid,major_purchase,NV,6243.34,3200.0,0
1109,4000,4000,8.81,126.85,7,10.0,75000.0,Charged Off,debt_consolidation,CA,0.0,3602.0,6
1110,8000,8000,11.02,261.99,6,10.0,67000.0,Fully Paid,credit_card,KY,8128.46,17027.0,10
1111,10000,10000,6.46,306.31,7,2.0,219990.0,Charged Off,debt_consolidation,IL,0.0,6374.0,6
1112,16000,16000,20.0,594.62,4,10.0,100000.0,Fully Paid,debt_consolidation,CA,16626.01,54092.0,5
1113,30000,30000,17.97,761.32,4,10.0,130000.0,Charged Off,debt_consolidation,CA,761.32,39798.0,8
1114,2500,2500,6.46,76.58,7,7.0,150000.0,Fully Paid,medical,CA,2501.37,49703.0,4
1115,28000,28000,8.81,887.92,7,10.0,194000.0,Fully Paid,moving,VA,27642.03,69171.0,4
1116,10000,10000,8.19,314.25,7,4.0,217876.0,Charged Off,debt_consolidation,ID,0.0,30806.0,2
1117,32000,32000,13.56,1086.86,5,1.0,130000.0,Charged Off,debt_consolidation,CA,1086.86,6544.0,3
1118,8000,8000,10.33,259.38,6,3.0,57650.0,Fully Paid,other,VA,7902.94,1355.0,1
1119,28000,28000,13.08,944.51,6,10.0,71000.0,Fully Paid,credit_card,KY,3242.71,2366.0,9
1120,4800,4800,20.0,178.39,4,10.0,73000.0,Fully Paid,car,KS,4779.97,1949.0,8
1121,1200,1200,8.19,37.71,7,2.0,65000.0,Fully Paid,debt_consolidation,TX,1183.4,633.0,0
1122,15000,15000,13.08,341.92,6,10.0,105000.0,Fully Paid,debt_consolidation,MN,15195.81,14987.0,7
1123,5150,5150,10.33,166.98,6,3.0,11000.0,Fully Paid,credit_card,IL,5173.19,3123.0,5
1124,16000,16000,19.92,423.2,4,1.0,60000.0,Fully Paid,medical,MO,16253.21,3473.0,0
1125,34000,34000,15.57,819.07,5,2.0,125000.0,Fully Paid,home_improvement,IL,34235.28,20184.0,4
1126,10000,10000,12.4,334.06,6,2.0,48000.0,Fully Paid,renewable_energy,CA,9886.65,1029.0,2
1127,20000,20000,14.74,690.77,5,3.0,84000.0,Fully Paid,debt_consolidation,PA,20027.02,23444.0,4
1128,16800,16800,8.81,532.76,7,,50000.0,Fully Paid,debt_consolidation,SC,16853.45,9212.0,7
1129,20000,20000,8.19,407.35,7,5.0,25000.0,Fully Paid,debt_consolidation,FL,20257.69,725.0,15
1130,16000,16000,10.72,521.71,6,1.0,60000.0,Fully Paid,credit_card,OH,16025.01,4593.0,5
1131,35000,35000,22.5,1345.74,4,4.0,156000.0,Fully Paid,debt_consolidation,NY,35999.36,6519.0,9
1132,4500,4500,7.02,138.99,7,10.0,62000.0,Fully Paid,other,IN,3523.04,5421.0,1
1133,10500,10500,8.19,213.86,7,3.0,78750.0,Charged Off,debt_consolidation,UT,0.0,24549.0,4
1134,7000,7000,17.97,252.97,4,10.0,25000.0,Fully Paid,credit_card,NY,7011.53,1227.0,2
1135,20000,20000,17.19,714.95,5,10.0,45000.0,Fully Paid,home_improvement,TX,20510.79,16580.0,6
1136,10000,10000,17.97,253.78,4,2.0,41000.0,Charged Off,debt_consolidation,TX,253.78,49215.0,2
1137,5000,5000,25.0,198.8,4,8.0,46000.0,Charged Off,other,TN,0.0,4305.0,2
1138,10000,10000,8.81,317.12,7,7.0,115000.0,Fully Paid,debt_consolidation,MA,9851.2,12354.0,2
1139,10000,10000,20.0,371.64,4,10.0,98000.0,Charged Off,debt_consolidation,TX,0.0,5060.0,5
1140,16000,16000,13.56,543.43,5,10.0,16786.0,Fully Paid,debt_consolidation,NM,16019.89,21921.0,3
1141,25000,25000,22.5,961.25,4,10.0,170000.0,Fully Paid,debt_consolidation,VA,951.1,26548.0,5
1142,13000,13000,11.71,287.28,6,10.0,140000.0,Fully Paid,debt_consolidation,FL,13130.46,24258.0,6
1143,7700,7700,7.02,237.83,7,,60000.0,Fully Paid,debt_consolidation,OR,7710.67,24851.0,8
1144,6000,6000,17.19,214.49,5,10.0,107000.0,Fully Paid,debt_consolidation,MI,6136.42,20471.0,3
1145,15500,15500,10.33,502.55,6,6.0,66000.0,Fully Paid,credit_card,CA,15698.55,2425.0,6
1146,16325,16325,22.35,454.14,4,4.0,45000.0,Fully Paid,debt_consolidation,CA,16709.39,2182.0,11
1147,40000,40000,6.46,1225.24,7,10.0,75000.0,Fully Paid,debt_consolidation,CT,40023.15,40937.0,2
1148,5000,5000,11.71,165.38,6,3.0,106000.0,Fully Paid,debt_consolidation,SC,5071.03,11199.0,4
1149,40000,40000,6.46,1225.24,7,1.0,175000.0,Fully Paid,debt_consolidation,ID,39281.76,36424.0,8
1150,16000,16000,7.02,494.18,7,1.0,52000.0,Fully Paid,credit_card,VA,16178.74,28434.0,2
1151,9600,9600,7.56,298.89,7,6.0,185000.0,Fully Paid,car,TX,9616.37,22333.0,4
1152,17000,17000,6.46,520.73,7,10.0,107341.0,Fully Paid,credit_card,SC,17021.58,26856.0,3
1153,18000,18000,7.02,555.96,7,10.0,58000.0,Fully Paid,debt_consolidation,AR,17738.68,19237.0,4
1154,12000,12000,12.4,400.87,6,5.0,50000.0,Fully Paid,debt_consolidation,NY,119.87,9884.0,2
1155,10000,10000,15.57,240.91,5,6.0,30000.0,Fully Paid,debt_consolidation,VA,10014.27,3065.0,7
1156,14000,14000,17.97,505.93,4,1.0,40000.0,Fully Paid,debt_consolidation,TX,14036.2,2079.0,4
1157,10000,10000,16.14,352.27,5,5.0,20000.0,Fully Paid,credit_card,FL,10019.28,1755.0,5
1158,5000,5000,8.81,158.56,7,10.0,35000.0,Fully Paid,debt_consolidation,WI,4919.77,2449.0,4
1159,4000,4000,7.02,123.55,7,1.0,36000.0,Fully Paid,debt_consolidation,IN,4002.54,2137.0,4
1160,8000,8000,11.71,264.61,6,4.0,72500.0,Fully Paid,medical,MD,8124.24,4003.0,0
1161,3000,3000,20.0,111.5,4,9.0,85000.0,Fully Paid,debt_consolidation,SC,3056.53,41107.0,5
1162,18000,18000,6.46,551.36,7,1.0,62000.0,Fully Paid,other,CA,18009.85,6612.0,2
1163,12000,12000,10.33,389.07,6,1.0,72800.0,Charged Off,debt_consolidation,VA,0.0,10125.0,4
1164,2000,2000,20.0,74.33,4,,15000.0,Fully Paid,credit_card,TX,2043.13,1004.0,3
1165,6000,6000,11.71,198.46,6,1.0,40000.0,Fully Paid,credit_card,NC,5945.18,12695.0,6
1166,8000,8000,8.81,253.7,7,,50000.0,Fully Paid,debt_consolidation,NY,11.17,2192.0,3
1167,15000,15000,17.19,536.22,5,1.0,65300.0,Fully Paid,debt_consolidation,SC,15425.15,5937.0,2
1168,2800,2800,8.81,88.8,7,6.0,65000.0,Fully Paid,other,TX,2839.28,14590.0,2
1169,34100,34100,15.57,821.48,5,10.0,85000.0,Fully Paid,debt_consolidation,FL,34317.1,20939.0,5
1170,15000,15000,13.9,348.25,5,2.0,53000.0,Fully Paid,debt_consolidation,OH,15019.11,17408.0,3
1171,25900,25900,17.97,935.96,4,3.0,50199.0,Charged Off,debt_consolidation,TX,136.89,3489.0,9
1172,15000,15000,15.57,361.36,5,3.0,80000.0,Fully Paid,debt_consolidation,NC,15019.46,8530.0,2
1173,25000,25000,16.4,613.28,5,1.0,145000.0,Fully Paid,credit_card,CA,25037.58,7805.0,4
1174,18000,18000,12.4,404.05,6,1.0,70000.0,Fully Paid,debt_consolidation,FL,18019.53,11554.0,3
1175,10000,10000,7.56,311.34,7,3.0,209543.0,Charged Off,debt_consolidation,ID,0.0,88224.0,1
1176,20000,20000,25.0,587.03,4,2.0,65000.0,Fully Paid,debt_consolidation,PA,20045.83,6337.0,4
1177,12000,12000,10.33,256.92,6,1.0,55000.0,Fully Paid,credit_card,AZ,12024.41,14282.0,6
1178,2500,2500,7.56,77.84,7,3.0,74000.0,Fully Paid,major_purchase,MI,2503.97,14903.0,1
1179,10000,10000,10.33,324.23,6,2.0,227600.0,Charged Off,debt_consolidation,IL,0.0,20425.0,7
1180,1500,1500,17.19,53.63,5,2.0,37000.0,Fully Paid,house,CO,15.76,5353.0,4
1181,10000,10000,8.81,317.12,7,1.0,66000.0,Fully Paid,debt_consolidation,MO,10116.39,50020.0,3
